participant_id,gender,ethnicity,country,age,age_prolific,age_diff,global_check,attention_check1_numeric,attention_check2_numeric,attention_check1,attention_check2,attention_check3,self_exclude,bot_check,completeness_check,age_check,completion_time_check,completion_time,desirability_poop,desirability_chocolate,classic_poop,classic_chocolate,original_poop,original_chocolate,classic_poop_pos_neg,classic_poop_pleasant_unpleasant,classic_poop_good_bad,classic_chocolate_pos_neg,classic_chocolate_pleasant_unpleasant,classic_chocolate_good_bad,original_poop_like,original_poop_attention_capturing,original_poop_unusual,original_poop_figure_out,original_poop_positive,original_poop_fixtated,original_poop_look_away,original_poop_focused,original_poop_negative,original_poop_disgusting,original_poop_appealing,original_poop_eye_catching,original_poop_attractive,original_poop_avoid_looking,original_chocolate_like,original_chocolate_attention_capturing,original_chocolate_unusual,original_chocolate_figure_out,original_chocolate_positive,original_chocolate_fixtated,original_chocolate_look_away,original_chocolate_focused,original_chocolate_negative,original_chocolate_disgusting,original_chocolate_appealing,original_chocolate_eye_catching,original_chocolate_attractive,original_chocolate_avoid_looking,pedophile,love,murder,vacation,racist,shrewd,honest,dishonest,mcdonalds,burgerking,conservatives,liberals,girls_skirts,boys_skirts,cats_legs,fish_legs
89280,female,White,United Kingdom,25,25,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,184,1,6,1,6.333333333333333,1.2142857142857142,5,1,1,1,6,6,7,1,1,4,1,1,1,1,1,1,1,1,1,1,1,6,5,1,1,5,5,6,4,7,7,6,5,6,6,1,7,1,4,1,1,7,1,3,3,1,5,4,4,7,1
cd823,female,White,United Kingdom,25,25,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,337,1,7,1.6666666666666667,6.666666666666667,1.3571428571428572,5.357142857142857,1,1,3,7,7,6,1,2,1,1,1,2,1,2,3,1,1,1,1,1,7,6,1,5,6,3,6,3,7,7,6,6,6,6,1,6,1,7,1,2,5,2,5,5,5,4,5,3,7,1
4987a,female,White,United Kingdom,22,22,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,210,1,7,1,7,1.2857142857142858,5.928571428571429,1,1,1,7,7,7,1,3,3,1,1,1,1,1,1,1,1,1,1,1,6,6,4,6,7,5,7,3,7,7,7,5,6,7,1,7,1,7,1,4,7,2,2,3,1,4,4,4,7,1
f9ba2,female,Black,United States,25,25,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,627,3,5,2.6666666666666665,5.333333333333333,3.5,5.357142857142857,2,3,3,5,5,6,2,6,3,3,3,2,3,6,3,5,2,6,2,3,6,5,2,6,6,6,6,7,6,7,5,5,5,3,1,7,1,6,1,6,7,1,5,5,4,4,7,1,6,1
adc47,female,White,United Kingdom,41,41,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,387,1,7,1,7,1,5.785714285714286,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,3,7,4,7,6,7,7,7,6,7,7,1,7,1,7,1,1,7,1,5,5,2,5,4,1,7,1
ac590,female,White,United Kingdom,53,53,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,252,1,7,1,5.666666666666667,1.6428571428571428,5.857142857142857,1,1,1,5,7,5,1,7,4,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,5,3,7,5,7,7,7,7,7,5,1,7,1,7,1,1,7,1,7,1,5,1,4,1,7,1
715af,female,White,United Kingdom,64,64,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,234,2,5,3.3333333333333335,5,2.0714285714285716,4.642857142857143,4,2,4,5,5,5,1,1,1,1,1,1,4,1,7,4,1,1,1,4,4,4,4,4,4,4,4,4,7,7,4,4,4,7,1,7,1,6,2,5,7,1,5,5,5,5,5,3,7,1
cccd7,female,Black,United States,45,45,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,348,1,7,2,7,1,6.5,1,1,4,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,6,7,7,7,7,7,7,1,7,1,7,1,3,7,1,3,3,1,5,7,1,7,1
e62fa,male,White,United States,47,47,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,866,1,4,1,5,2.142857142857143,4.214285714285714,1,1,1,5,5,5,1,6,4,1,1,1,1,4,1,1,1,6,1,1,4,4,1,2,6,2,6,4,7,6,4,3,4,6,1,7,1,7,2,4,7,2,4,4,4,4,6,1,7,1
5e161,female,White,United States,39,39,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,407,1,7,2.3333333333333335,6.666666666666667,1.7142857142857142,5.285714285714286,2,1,4,6,7,7,1,3,6,1,2,1,1,1,2,2,1,1,1,1,6,5,1,5,6,4,7,3,7,7,6,5,5,7,1,5,1,6,1,1,6,1,3,5,6,1,6,1,7,1
c4765,female,White,United Kingdom,37,37,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,867,1,7,1,7,1,5.928571428571429,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,4,7,4,7,4,7,7,7,7,7,7,1,7,1,7,1,1,7,1,2,2,1,7,4,3,7,1
d215c,male,White,United Kingdom,34,34,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,211,1,6,1,7,1.4285714285714286,4.285714285714286,1,1,1,7,7,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,6,4,1,1,5,3,4,4,7,7,5,4,4,5,1,7,1,7,1,5,6,2,5,5,3,5,5,2,7,1
e72f8,male,White,United Kingdom,45,45,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,285,1,7,2,7,2,6.571428571428571,1,1,4,7,7,7,1,7,3,2,2,2,2,2,2,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,6,7,1,6,6,5,2,4,4,7,1
f9981,male,Mixed,United Kingdom,32,32,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,194,1,7,1,7,2.142857142857143,6.571428571428571,1,1,1,7,7,7,1,7,6,1,1,1,1,2,1,1,1,5,1,1,7,6,3,6,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,6,7,1,5,5,2,6,6,3,7,1
95e2e,female,White,United States,30,30,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,330,1,7,1,7,3.2857142857142856,6.071428571428571,1,1,1,7,7,7,4,7,6,7,5,5,1,3,1,1,2,2,1,1,7,7,1,6,7,7,7,1,7,7,7,7,7,7,1,7,1,7,7,7,7,1,7,7,7,1,7,1,7,1
8c999,male,White,United Kingdom,29,29,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,183,1,7,1,7,1.1428571428571428,5,1,1,1,7,7,7,1,1,1,1,1,1,1,1,2,2,1,1,1,1,7,5,1,4,6,2,7,1,7,7,6,5,5,7,1,7,1,7,1,4,6,2,5,5,1,7,4,4,4,1
b5bd9,male,White,United Kingdom,42,42,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,215,1,5,1,5.333333333333333,1.8571428571428572,4.857142857142857,1,1,1,5,6,5,1,3,5,2,1,1,1,2,2,1,1,3,1,2,5,6,3,2,5,4,6,4,5,6,5,6,5,6,1,6,1,6,2,5,5,3,3,2,2,4,5,2,7,1
6300a,female,Other,United Kingdom,36,36,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,786,1,7,1,7,1.3571428571428572,6.571428571428571,1,1,1,7,7,7,1,4,3,1,1,1,1,1,1,1,1,1,1,1,7,7,4,7,7,4,7,7,7,7,7,7,7,7,1,7,1,7,1,5,7,1,1,1,4,4,6,2,7,1
bf7fc,male,White,United Kingdom,59,59,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,238,1,7,3,6.333333333333333,1.6428571428571428,6,2,1,6,7,7,5,1,2,3,1,1,1,1,6,1,1,1,2,1,1,7,5,2,5,7,6,7,7,7,7,7,5,5,7,1,7,1,6,1,6,7,1,5,5,2,6,5,4,7,1
40dc6,female,White,United Kingdom,61,61,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,326,1,6,2.6666666666666665,5.333333333333333,2.7857142857142856,1.9285714285714286,3,2,3,5,5,6,1,5,7,1,4,4,2,1,4,4,1,1,1,3,1,1,5,1,2,1,2,1,4,4,1,1,1,2,1,6,1,7,1,3,7,1,1,1,6,2,5,1,6,1
d4cf2,female,White,United Kingdom,35,35,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,346,1,5,3,4.666666666666667,2.7142857142857144,4.642857142857143,4,2,3,4,6,4,1,4,3,1,4,1,2,5,4,3,1,6,1,2,4,5,1,2,5,2,6,2,7,7,6,6,6,6,1,6,2,5,1,5,7,2,2,2,2,3,4,4,5,2
4b619,male,White,United Kingdom,43,43,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,283,1,6,1,6,1.8571428571428572,5.785714285714286,1,1,1,6,6,6,1,1,1,1,1,1,1,1,7,7,1,1,1,1,6,6,2,6,6,5,7,6,6,6,6,6,6,7,1,7,1,6,1,5,6,1,4,4,2,5,3,3,7,1
28266,male,White,United Kingdom,31,31,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,266,1,7,4,7,1.5,6.571428571428571,4,1,7,7,7,7,1,1,7,1,1,1,1,2,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,2,6,1,7,2,4,6,2,4,4,3,3,5,3,7,1
39502,female,White,United Kingdom,19,19,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,203,1,7,2,6,1.9285714285714286,5.642857142857143,1,1,4,6,7,5,1,1,6,5,1,1,1,1,4,1,1,1,1,2,7,7,1,3,5,5,7,3,7,7,7,7,7,6,1,6,1,7,2,4,6,2,3,3,4,4,5,2,6,2
883d4,female,White,United Kingdom,52,52,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,300,1,6,2.6666666666666665,6.333333333333333,2.7857142857142856,5.571428571428571,2,2,4,6,7,6,1,2,1,1,1,2,6,2,6,7,1,2,1,6,6,6,4,5,6,5,7,4,6,6,5,5,6,7,1,6,1,6,1,6,7,1,5,5,4,5,2,2,7,1
c6843,male,Other,United Kingdom,51,51,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,211,1,7,1.3333333333333333,7,1.2857142857142858,6,1,1,2,7,7,7,1,1,4,1,1,1,2,1,1,1,1,1,1,1,7,5,1,6,7,5,7,6,7,7,7,6,6,7,1,7,1,7,1,7,7,1,1,6,2,6,4,1,7,1
15137,male,White,United Kingdom,60,60,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,425,1,5,1.3333333333333333,4.666666666666667,1.2142857142857142,4.142857142857143,1,1,2,4,5,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,4,2,2,4,2,7,3,6,7,4,3,3,6,1,6,1,7,1,4,7,1,4,4,1,4,6,2,7,1
026c2,female,White,United Kingdom,32,32,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,207,1,7,1,7,1.2857142857142858,5.714285714285714,1,1,1,7,7,7,1,1,3,1,1,1,1,1,2,2,1,1,1,1,7,7,1,1,7,7,7,1,7,7,7,7,7,7,1,7,1,7,1,7,7,1,7,5,4,4,3,2,7,1
bf0bd,male,White,United Kingdom,43,43,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,392,1,7,2.6666666666666665,7,1.6428571428571428,6.071428571428571,4,1,3,7,7,7,1,2,4,1,1,2,1,3,1,1,1,3,1,1,7,6,1,5,6,6,7,7,7,7,7,6,6,7,1,7,1,6,1,5,7,1,3,3,5,2,7,1,7,1
61de6,female,White,United States,20,20,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,288,1,7,2,7,1.7857142857142858,6.428571428571429,1,1,4,7,7,7,1,6,1,1,1,1,7,1,1,1,1,1,1,1,7,7,1,7,7,6,7,6,7,7,7,7,7,7,1,7,1,7,1,2,7,1,6,6,6,3,7,1,7,1
2721b,female,Black,United Kingdom,53,53,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,210,1,7,1,7,1,5.785714285714286,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,4,7,5,7,1,7,7,7,7,1,7,1,7,1,4,6,1,4,4,4,4,7,1,7,1
57ec2,male,Asian,United Kingdom,19,19,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,387,1,7,4,7,1.5,6.571428571428571,4,4,4,7,7,7,1,6,1,1,1,3,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,4,7,1,7,7,5,3,7,1,7,1
d4bff,female,White,United Kingdom,48,48,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,236,1,7,1,7,1.8571428571428572,5.357142857142857,1,1,1,7,7,7,1,4,1,1,1,1,4,4,1,1,1,1,1,4,7,5,2,2,6,4,7,4,7,7,6,6,5,7,1,7,1,7,1,4,7,1,1,1,5,5,4,4,4,1
fe827,male,White,United Kingdom,65,65,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,264,1,7,1.6666666666666667,7,2.2857142857142856,6.428571428571429,2,1,2,7,7,7,1,3,1,1,1,2,7,1,6,2,1,2,1,3,7,7,2,6,7,7,7,6,7,7,7,6,7,7,1,7,1,7,1,7,7,1,5,5,1,6,5,1,7,1
31f66,female,White,United Kingdom,53,53,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,259,1,7,1.3333333333333333,7,1.4285714285714286,5.571428571428571,1,1,2,7,7,7,1,5,1,1,1,1,1,3,1,1,1,1,1,1,7,5,1,4,6,5,7,5,7,7,7,5,5,7,1,6,1,6,1,4,7,1,4,4,1,5,3,2,7,1
17e17,male,Black,United Kingdom,33,33,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,239,1,7,1,7,1.9285714285714286,6.571428571428571,1,1,1,7,7,7,1,4,1,1,4,1,1,1,4,1,1,5,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,4,7,1,4,4,4,4,7,1,7,1
1ab6f,female,White,United Kingdom,20,20,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,213,1,7,3,7,1.2142857142857142,5.857142857142857,3,3,3,7,7,7,1,3,1,1,1,1,1,1,1,1,1,2,1,1,7,7,1,2,7,5,7,4,7,7,7,7,7,7,1,7,1,7,1,3,7,2,7,7,2,5,5,4,7,1
b705e,female,Mixed,United Kingdom,52,52,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,257,1,5,2,5.333333333333333,1.0714285714285714,4.571428571428571,2,2,2,5,5,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,4,1,1,4,1,7,5,7,7,5,5,5,7,1,5,1,5,1,4,7,1,2,3,2,3,4,2,7,1
1ea94,male,Black,United States,30,30,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,344,1,7,1,7,2.2142857142857144,6.142857142857143,1,1,1,7,7,7,1,7,6,1,1,5,1,1,1,1,1,3,1,1,7,7,1,7,7,3,7,7,7,7,7,6,6,7,3,7,1,7,1,2,7,1,6,7,2,7,7,1,7,1
9b5fb,male,Black,United Kingdom,32,32,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,654,3,6,1.6666666666666667,6.333333333333333,2.9285714285714284,6,2,1,2,7,6,6,1,6,5,2,2,5,1,5,2,2,1,7,1,1,7,6,1,6,6,5,7,7,7,7,6,6,6,7,1,7,1,7,1,6,7,1,6,6,7,4,7,1,7,1
d59a4,female,White,United Kingdom,34,34,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,477,1,7,1,7,1.0714285714285714,6.285714285714286,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,7,1,7,7,4,7,7,7,7,7,6,7,7,4,6,2,6,2,2,6,2,6,6,6,6,7,1,7,1
caf20,male,White,United Kingdom,51,51,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,218,1,7,2,6.333333333333333,2.2142857142857144,5.785714285714286,2,1,3,6,7,6,1,5,2,2,3,1,1,3,4,2,1,4,1,1,6,6,5,5,5,5,6,5,6,7,6,6,6,7,1,7,1,6,1,3,6,1,4,4,1,1,6,4,7,1
b6cab,female,White,United States,32,32,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,422,1,7,1,7,1.5714285714285714,6.214285714285714,1,1,1,7,7,7,1,5,2,1,2,1,1,2,1,1,1,2,1,1,7,6,1,6,7,6,7,6,7,7,7,6,7,7,1,7,1,6,1,6,7,1,5,5,2,6,7,1,7,1
15b19,male,Black,United Kingdom,30,30,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,319,1,7,1,7,1,6.571428571428571,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,7,1,4,7,1,6,6,4,4,7,1,7,1
9f885,female,Black,United Kingdom,51,61,-10,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,327,1,5,2,5,1.3571428571428572,4.571428571428571,1,1,4,5,6,4,1,1,1,1,1,1,1,2,4,1,1,2,1,1,5,5,1,4,4,3,7,2,4,7,5,5,5,7,1,7,1,7,1,4,7,1,1,1,1,1,5,2,7,1
2849a,male,Black,United States,28,28,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,262,1,7,1,6.666666666666667,2.5714285714285716,5.5,1,1,1,6,7,7,1,1,6,4,2,1,1,2,6,7,1,1,1,2,6,6,2,4,5,5,7,6,7,7,5,5,6,6,2,5,1,6,1,4,6,3,4,4,4,4,6,2,7,1
0eda7,male,White,United Kingdom,52,52,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,388,1,7,3,7,2.9285714285714284,6.071428571428571,3,2,4,7,7,7,1,3,4,1,2,1,3,2,6,7,1,2,1,7,7,6,4,5,7,5,6,6,7,7,6,6,6,7,1,7,1,6,1,4,7,1,5,5,4,4,7,1,7,1
d65d2,female,White,United States,34,34,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,330,1,7,1,6.666666666666667,3.2142857142857144,6.5,1,1,1,6,7,7,2,5,5,7,3,3,1,5,3,2,2,5,1,1,7,7,2,7,7,7,7,6,7,7,7,7,6,7,1,7,1,7,1,2,7,1,7,7,7,4,7,1,6,1
5570a,female,White,United Kingdom,51,51,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,273,1,7,2,7,1.8571428571428572,6.571428571428571,1,1,4,7,7,7,1,5,4,1,1,1,1,1,4,2,1,2,1,1,7,7,4,4,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,2,7,1,5,5,4,4,5,2,7,1
49390,male,Black,United Kingdom,41,41,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,585,2,5,1.3333333333333333,5.666666666666667,1.2142857142857142,5.142857142857143,2,1,1,6,6,5,1,1,1,2,1,1,1,2,2,1,1,1,1,1,5,5,2,6,5,4,6,5,6,6,5,5,5,7,4,6,1,4,1,4,7,1,1,1,1,4,6,1,6,2
1c8b9,female,Black,United States,60,60,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,620,1,3,1,7,1.8571428571428572,5.642857142857143,1,1,1,7,7,7,1,1,6,1,1,1,2,7,1,1,1,1,1,1,6,6,1,7,6,6,7,6,7,7,1,6,6,7,2,6,1,1,1,1,6,1,6,6,3,6,6,1,6,1
384d7,male,White,United Kingdom,71,71,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,388,1,7,2.6666666666666665,6,2.5,5.571428571428571,2,2,4,6,7,5,1,7,1,4,1,1,4,4,1,1,1,4,1,4,7,5,1,4,7,4,7,4,7,7,7,5,6,7,1,7,1,6,1,5,7,1,2,2,1,6,7,1,7,1
d1b8d,female,Other,United Kingdom,38,38,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,254,1,6,1,6,1.5714285714285714,4.857142857142857,1,1,1,6,6,6,1,1,7,3,1,1,1,1,1,1,1,1,1,1,5,5,1,3,6,3,7,4,7,7,5,3,5,7,1,5,1,5,1,4,7,1,2,2,2,4,5,3,7,1
bd168,female,Asian,United Kingdom,30,30,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,312,1,7,1,6.666666666666667,3,5.428571428571429,1,1,1,6,7,7,1,7,7,1,1,6,1,5,3,1,1,6,1,1,7,5,1,4,6,4,7,4,7,7,6,5,6,7,1,7,1,7,2,4,6,3,6,6,4,6,6,6,6,2
